,title,link
0,햄버거 와 김밥을 자주먹고 고독사 를 이기는 혼자 행복한 48세 노총각,https://youtube.com/watch?v=yichcjaTtSU
1,월급날 고급차 타고 퇴근길 돼지국밥 먹으로 갑니다 혼자 행복한 48세 노총각,https://youtube.com/watch?v=LpQInO_DtzQ
2,고급차를 세차하고 산에서 김밥먹는 장가못간 남자,https://youtube.com/watch?v=mf2VFkW0a6U
3,낯선 한 여자가 48세 모솔 독거노총각 집에 찾아왔는데,https://youtube.com/watch?v=vhAHIXmgPP8
4,그 시절을 너무 리얼하게 그려 요즘 개봉했더라면 바로 나락갔을 스토리 ㄷㄷㄷ,https://youtube.com/watch?v=13bBoipiSqM
5,저축을 많이해서 새로운 시대를 준비하는 48세 삼류 노총각 한잔 하면서 삼겹살,https://youtube.com/watch?v=7QrxTlnr_Mc
6,52살 솔로 상렬 행님과의 만남1부,https://youtube.com/watch?v=5la_cZAX2qo
7,낡은 신발을 신고 월급100만원으로 아파트를 산 남자,https://youtube.com/watch?v=2zb0F-VYRLQ
8,바나나와 햄버거를 잘먹는 40대 독거노총각의 삶 비싼아파트 사지 마세요,https://youtube.com/watch?v=LXEH84E-fqk
9,김밥 햄버거 라면을 먹고 소소한 행복을 느끼는 40대 독거 노총각의 삶,https://youtube.com/watch?v=uxTp02lDdo4
10,35년만에 장애인이 되어서 돌아온 친구와 술한잔 장가못간 48세 노총각,https://youtube.com/watch?v=S8Pa3GzuAxk
11,강제로 독거노총각 브이로그 만들기ㅋㅋㅋㅋㅋ,https://youtube.com/watch?v=t8G1MFbxOy0
12,천원짜리 짜장라면에 행복을 느끼는 40대 노총각,https://youtube.com/watch?v=GESp1ONTrLc
13,독거노총각 의 필수품 #텐가 를 알아보자 #shorts,https://youtube.com/shorts/_gKkje6GpuY
14,40대 외로운 노총각의 삶 일상 이야기,https://youtube.com/watch?v=yTjdrZUY0UQ
15,현실적인 40대 도시속 자연인의 삶,https://youtube.com/watch?v=iqmI59By2Q4
16,엄마를 만나고 왔습니다 장가못가도 행복한 48세 노총각,https://youtube.com/watch?v=KAa_IQyOT9Y
17,마누라 없어도 밥 잘챙겨먹는 48세 독거노총각 의 현실 #shorts,https://youtube.com/shorts/l1zh70tOBMA
18,1만원짜리 고급뷔페 1시간동안 먹어도 살 안찌는 48세 노총각,https://youtube.com/watch?v=jXNv8pXR8e8
19,누런 런닝입고 월급타서 고급피자 사먹는 장가못간 48세 독거노총각,https://youtube.com/watch?v=Ui4t7T0Jk4k
20,물가가 많이 올라서 이렇게 묵고 삽니더예 48세 장가못간 노총각,https://youtube.com/watch?v=VKzo7qZykNk
21,일요일 밀면 먹고 반복된 일상이야기,https://youtube.com/watch?v=CEqKeJlrA3A
22,40살전에 시집가고 싶다는 여자동생 만나 술한잔 하고  왔습니다,https://youtube.com/watch?v=8d6cNFR4-Po
23,누런 런닝입고 일다녀와서 반찬이 없어서 1만4천원 짜리 스시초밥 모밀국수먹는 독거노총각,https://youtube.com/watch?v=gpYYHQGrIXM
24,누런 런닝입고 고기를 많이 먹어도 살이 안찌네요 장가못간 48세 독거노총각,https://youtube.com/watch?v=YpOFP_NZ0hk
25,햄버거 와 김밥을 자주먹고 고독사 를 이기는 혼자 행복한 48세 노총각,https://youtube.com/watch?v=yichcjaTtSU
26,월급날 고급차 타고 퇴근길 돼지국밥 먹으로 갑니다 혼자 행복한 48세 노총각,https://youtube.com/watch?v=LpQInO_DtzQ
27,독거 노총각들의 내츄럴 노가리까기 #지상렬#독거노총각#노가리,https://youtube.com/watch?v=mIQ97YZoJMY
28,노년에 어떻게 살까 걱정하지 마세요 막창먹고 한잔하는 48세 노총각,https://youtube.com/watch?v=BLCDL7QFY3s
29,3천만원 짜리 14평 고급아파트에서 일다녀와서  새우버거를 먹습니다,https://youtube.com/watch?v=PKVZR9-JTFg
30,산에서 짜장면 먹는 자연인  8가지의 반찬을 먹는 장가못간 48세 노총각,https://youtube.com/watch?v=maRY_q_pJTc
31,독거 노총각 형님 매매 3천만원 아파트 놀러 갔다 왔습니다 (faet.유튜버 독거노총각)- [집돌이&집순이집],https://youtube.com/watch?v=HmQYixYouxA
32,일상이야기 김밥과 과일을 많이먹는 삶,https://youtube.com/watch?v=h1zKZ0rz-n4
33,1억짜리 빌라에 사는 40대 [노총각] 1부,https://youtube.com/watch?v=qtIEmsZlA68
34,집은 있지만 여자는 없는 40대 [노총각] 7부,https://youtube.com/watch?v=bqpZUDgRwwY
35,유튜버 독거노총각 20살 연하녀한테 추근덕거려 논란,https://youtube.com/watch?v=H_-qf8lo8Xg
36,오랜만에 만난 독거노총각 오빠랑 쏘맥 한잔 중,https://youtube.com/watch?v=ywF0aEf5mLk
37,독거 노총각의 삶 진솔한 이야기 이번달수입260 생활비40,https://youtube.com/watch?v=_d9rFP9je8s
38,강나루 욕쟁이 이모 만나서 연애 상담받고 계란 후라이 같이 먹고왔습니다 장가못간 48세 노총각,https://youtube.com/watch?v=_5VBFdQiWQs
39,선선한 가을날씨에 삼겹살 과 소주 실비김치 먹는 장가못간 48세 노총각,https://youtube.com/watch?v=ghq1YzJ4Gt8
40,업소녀가 외로운 총각을 공사치는법 [노총각] 5부,https://youtube.com/watch?v=x0FX3wxnVAE
41,누런 런닝 입고 10가지 반찬으로 집밥먹고  열심히 준비하다보면 찬스가오죠,https://youtube.com/watch?v=16rvmdAQ1Zo
42,혼자라서 더 즐거운 남자의 삶,https://youtube.com/watch?v=m5hPm8ZS_D0
43,누런 런닝입고 집밥 열심히 먹고 몸에 힘을빼고 찬스를 노려야죠,https://youtube.com/watch?v=G7rct1ZbcMk
44,누런 런닝입고 배고파서 뭐라도 먹어야 되겠네요,https://youtube.com/watch?v=sAVjNqwIzgs
45,누런 런닝입고 장가가든 못가든 삶을 즐기세요,https://youtube.com/watch?v=YMxPSyQPBrQ
46,낡은 신발을 신고 월급100만원으로 아파트를 산 남자,https://youtube.com/watch?v=2zb0F-VYRLQ
47,누런 런닝입고 삶은 짜장면 입니다 지은아 오빠랑 짜장면 먹어야지,https://youtube.com/watch?v=sVV9Q5ix--E
48,40대 미혼 남자의 현실적인 방구석 모습,https://youtube.com/watch?v=HR903GmS2-A
49,세금을 많이 내고 인스타로 젊은 여자들을 보고 참외를 먹는남자,https://youtube.com/watch?v=7EtYPCwXSqw
50,독거노총각 오빠 집에서 에스파 춤 전수해주고 왔습니다 (ft. AI),https://youtube.com/watch?v=w3CTiRcFA_8
51,700만원짜리 고급샷시하고 후회하는 장가못간 남자,https://youtube.com/watch?v=Wmf7WzWHKEE
52,독거 노총각 크리스마스 이브  눈물의 혼밥먹방 인생이야기,https://youtube.com/watch?v=0aLf-xdsisg
53,햄버거 먹고 전생에 여자였던 나무와 어울려사는 남자 장가못간48세 노총각,https://youtube.com/watch?v=Js3Z19U0c8A
54,밥과 반찬이 떨어져서 짜장면 먹는 40대 장가못간 남자의모습,https://youtube.com/watch?v=0FGq0aLweMg
55,소비하는 삶 일상이야기  짜장라면 먹고 소주한잔,https://youtube.com/watch?v=7A4H5hLOhjM
56,삼겹살과 소주 한잔 하는 만46세 모솔 독거노총각,https://youtube.com/watch?v=Ert4dEiD-Fg
57,여자없는 외로운 삶 [노총각] 3부,https://youtube.com/watch?v=fkMRC84pShk
58,저축을 많이해서 새로운 시대를 준비하는 48세 삼류 노총각 한잔 하면서 삼겹살,https://youtube.com/watch?v=7QrxTlnr_Mc
59,40대 장가못간 노총각 수민이 한테 연락왔는데,https://youtube.com/watch?v=myyU9e98LLo
60,누런 런닝입고 주말 짬뽕먹고 옷세탁 일찍자고 가진것을 지켜야죠,https://youtube.com/watch?v=px-hx4a8W2c
61,일 다녀 와서 비빔면,https://youtube.com/watch?v=zA_V9A4lNy0
62,독거노처녀와 독거노총각이 만나다,https://youtube.com/watch?v=ClkEzzu6LYM
63,3천만원짜리 아파트에서의 삶 독거노총각 소개팅하다,https://youtube.com/watch?v=opEtERTMFQc
64,독거노총각 님과 합방하라는 댓글러들 다 드루와~ 브이로그19 엄마,https://youtube.com/watch?v=s1_oINVTXYY
65,3천만원짜리 아파트에서의 삶 열심히 살아가는 독거노총각,https://youtube.com/watch?v=vlb0gFLhYPc
66,40대 노총각 현실적인 저녁혼밥,https://youtube.com/watch?v=hGWflWEJ1W4
67,42년간 여자없이 살아보고 느낀점 [노총각] 2부,https://youtube.com/watch?v=1C8xXXeP3K8
68,3천만원짜리 아파트에서의 삶 여자보다 스마트폰 보며 라면 먹는 즐거움,https://youtube.com/watch?v=rMH817_dOws
69,90년대 아파트 인테리어 괜찮을까.. (독거노총각 패러디),https://youtube.com/watch?v=riI6TVHgXuw
70,탈모독거노총각이 바법샵에서 링거펌(탈모펌)을 받으며 노래도 부르고 집도 사주려고 하는 이유,https://youtube.com/watch?v=4DoQ7Zcf-50
71,누나한테 이러는 거 아니야,https://youtube.com/watch?v=7GJ8Y8vHeMg
72,52살 솔로 상렬 행님과의 만남1부,https://youtube.com/watch?v=5la_cZAX2qo
73,민지야,https://youtube.com/watch?v=14VQoblTRz8
74,아이돌급 여자와 48세 모솔남자의 만남,https://youtube.com/watch?v=aS8FNIRxubc
75,모태솔로 노총각이 업소 다니는 남자가 되는 과정[탈모독거노총각],https://youtube.com/watch?v=ZFvSHq3dhE8
76,미혼 남자가 불순한 마음을 다스리는법 [노총각] 6부,https://youtube.com/watch?v=IeiC58_q9Oo
77,누런 런닝입고 불금은 참외 햄버거 두개먹고 빨리자는 날입니다,https://youtube.com/watch?v=e05iBxQDFl8
78,시골삼류 독거노총각 저녁때우기,https://youtube.com/watch?v=EKmBktALXdE
79,48세 장가못간 남자집에 놀러온 싱어송라이터,https://youtube.com/watch?v=ymZ1_CTiuqU
80,모솔45년만에 사귄지2주만에 해어지다,https://youtube.com/watch?v=QRNa7uG_twc
81,강제로 독거노총각 브이로그 만들기 2탄ㅋㅋㅋㅋㅋㅋㅋㅋ,https://youtube.com/watch?v=tiA5jHnge6M
82,3천만원짜리 14평 아파트 40대 1인가구의 실제 삶,https://youtube.com/watch?v=LdHZQ3Sfdms
83,누런 런닝입고 참외와 복숭아 먹는 장가못가도 즐거운 만46세 독거노총각,https://youtube.com/watch?v=kfJt7MxH2UM
84,40대 노총각의 여자를 초월한 삶,https://youtube.com/watch?v=n95lectnhDE
85,3천만원 짜리 아파트에서 여자가 없어도 행복한 남자,https://youtube.com/watch?v=eZKGJE8DXVU
86,40대 독거노총각이 고독사에서 살아남는법,https://youtube.com/watch?v=9GeXJ_V2Whw
87,토요일 누런 런닝입고  적당하게 일하고 적당하게 돈도있어야죠 48세 노총각,https://youtube.com/watch?v=bujDW8GblFo
88,45살 노총각이 과자를 많이 먹는이유,https://youtube.com/watch?v=uZZ1h6G52FI
89,밥주독수공방 있는재료로 요리하는 가난한 노총각 집밥먹방,https://youtube.com/watch?v=l7s6Ea1v9nk
90,자신감이 넘친다,https://youtube.com/watch?v=25Q2K2ubsBI
91,외할머니를 만나고 오다,https://youtube.com/watch?v=zQUM_Bk3XuE
92,누런 런닝입고 돈가스 사왔는데 마누라가 없네요,https://youtube.com/watch?v=uGgQYsxB34I
93,여자를 보내주소서,https://youtube.com/watch?v=M8Ha4bGy34o
94,독거총각 천원혼밥 살아가는 이야기,https://youtube.com/watch?v=Yv5vOuMokIA
95,김치와 미역국에 밥먹는 남자,https://youtube.com/watch?v=Iy2skPHpXCg
96,지상렬 형님과의 만남 2부 야 근데 말 놓으도 되냐,https://youtube.com/watch?v=rkDmudoaAy0
97,40대 독거인의 삶 여자생각날땐,https://youtube.com/watch?v=gLMheM_o2vc
98,혼자사는 삶,https://youtube.com/watch?v=v9ci85C2YGg
99,3천만원 짜리 아파트에서의 삶 여자없는 삶은 불행도 행복도 아니다,https://youtube.com/watch?v=TwLgbjiXv1Y
100,새로 개발한 48세 독거노총각 맞춤형 체조,https://youtube.com/shorts/PlpJ85vFXzc
101,40대 독거남의 삶  여자없는 기쁨,https://youtube.com/watch?v=2jT6jumrxiU
102,한국 여자와 절대 결혼하지마세요?,https://youtube.com/watch?v=Oj04ergyvvs
103,[Vlog] 뿌라이덜 샤워 (feat.독거노총각 패러디),https://youtube.com/watch?v=eE5y82iOUns
104,누런 런닝입고 비가와서 짜짱면이 땡기네요 문워크 잘하면 은정이랑 결혼한다는 장가못간 48세 독거노총각,https://youtube.com/watch?v=F8oVNmhEIQY
105,3천만원짜리 아파트에서의 삶 여자를 기다리지 않는 행복,https://youtube.com/watch?v=WIsn-tKIL5A
106,고급오토바이 타고 오이요리를 잘하는남자 3천만원짜리 14평 1인가구의 삶,https://youtube.com/watch?v=AEbSGbq0cOU
107,45살 내가 결혼을 포기한 이유,https://youtube.com/watch?v=Prt6vbPhUoc
108,외로움에 감사하는 장가못간 극빈층 남자의 삶,https://youtube.com/watch?v=zu_moyS9lY8
109,3천만원짜리 아파트에서의 삶 그녀를 만나다,https://youtube.com/watch?v=Ru-gl5UYNwI
110,40대 백수의 삶 자살자 목격,https://youtube.com/watch?v=afvRnoJGG6g
111,3천만원 짜리 아파트에서의 삶 여자와 밥먹는건 신기루인가,https://youtube.com/watch?v=eLGyVc3VlMc
112,3천만원 짜리 아파트에서의 삶 롤린도 잘추고 야구도 잘하는 40대 남자의 현실,https://youtube.com/watch?v=pv3DUc8ypBY
113,마누라 한테 칭찬듣는 장가간 남자,https://youtube.com/watch?v=IrM5HQg2PTc
114,[시즌4] 6부 직업의모든것 700만뷰의 사나이 독거노총각을 만나다ep.1(feat.독거노처녀),https://youtube.com/watch?v=qPMkJoneSt4
115,탈모 독거노총각! 강남역 헌팅 도전! 쏠로 탈출! #직업의모든것,https://youtube.com/watch?v=_YWngd1YNPE
116,노총각혼밥  돼지고기김치찌개 찬밥 계란후라이 Pork Kimchi Stew with Cold Rice 여자는없어도 밥은잘먹는다,https://youtube.com/watch?v=JbehLAE72aY
117,47세 모솔 크리스마스 이브 평생 모텔 못가는남자,https://youtube.com/watch?v=Lpk-m75jRY8
118,고급차를 세차하고 변화구도 잘 던지는데,https://youtube.com/watch?v=qyjlsivprkw
119,40대 독거노총각 여자없이 살면서 돈 100만원이면 저금도 할 수 있는 삶[독거노총각]6부,https://youtube.com/watch?v=QBQjXsxADYA
120,카페에서 진희와 데이트하는 40대 남자의 삶,https://youtube.com/watch?v=yJ_WSTjRMIE
121,40대 독거노총각의 현실적인 삶 [2부] 직업의모든것 탈모노총각 근황,https://youtube.com/watch?v=htDOKO0EOs8
122,40대 백수 1인가구의 현실,https://youtube.com/watch?v=b6w6b2Zde-M
123,48세 독거노총각이 여자와 같이 한 방에서 라면을 같이 먹는데,https://youtube.com/shorts/e6rNSbbATY4
124,탈모인생극장-1편 여자없는 독거노총각의 평화로운 리얼 일상라이프,https://youtube.com/watch?v=UnITLgBRvBw
125,운전을 너무 잘하고 감자요리를 잘해서 여자가 없는 남자 3천만원짜리 14평 1인가구의 삶,https://youtube.com/watch?v=_f3Q3DPKntQ
126,누런 런닝입고 짬뽕사와서  욕실에  문을 두드립니다 장가못간48세 독거노총각,https://youtube.com/watch?v=pkQPzsbtyjo
127,독거노처녀의 일상이야기(feat.독거노총각),https://youtube.com/watch?v=RDqa4p0hdlg
128,모태솔로백수 앞으로 독거노총각이 될지 고민입니다,https://youtube.com/watch?v=LjhSWibOAfs
129,누런 런닝입고 삼겹살 먹어도 살 안찌는 장가못간 48세 독거노총각,https://youtube.com/watch?v=XKlMTuw0RpQ
130,장가못간 남자의 현실적인 겨울준비,https://youtube.com/watch?v=SRGQMCrzK8E
131,누런 런닝입고 고급집밥 먹고 마누라는 마사지 받으로 가고 혜림이는 차에서 내리고 장가못간 48세 독거노총각,https://youtube.com/watch?v=ap9TND7FbaE
132,3천만원짜리 아파트에서의 삶 여자없는 기쁨의 크리스마스,https://youtube.com/watch?v=8B-P5OGg9HE
133,40대 모솔의 삶 여자에 환장하지 않는 일상,https://youtube.com/watch?v=67DO3XFfau4
134,3천만원 짜리 아파트에서의 삶 여자를 만났지만 신기루인가,https://youtube.com/watch?v=tsGwgcKtAsQ
135,대한민국 40대 포기 하면서 사는 삶 [독거노총각]5부,https://youtube.com/watch?v=AfK0TU0Wjzo
136,업소 '절대' 가지마세요 40대 모태솔로 탈모노총각 [3부],https://youtube.com/watch?v=mIyVvvr7oE0
137,독거노총각] 이거만 따라하면 싱크로율 90%까지는 보장함,https://youtube.com/watch?v=l0hsDP9uUnE
138,독거노총각의 짜장면 먹방,https://youtube.com/shorts/8FtLtDaLDfA
139,대한민국 40대 독거 노총각이 되면 안 되는 이유 2부,https://youtube.com/watch?v=DjouDbmyutY
140,44살 독수공방 아침에 퇴근후 소맥 마시는 노총각(대전 왕순대),https://youtube.com/watch?v=-A4X90l2Zjo
141,대한민국 40대 독거노총각인터뷰 1부,https://youtube.com/watch?v=y9O3-OQQOe0
142,40대 미혼 노총각이 산에서 바지를 걷었더니 생기는일,https://youtube.com/shorts/nlSZcGGOtb0
143,[부천신축빌라] ★3억대 최고급빌라★독거노총각이 결혼보다 원종역 집을 더 좋아하는 이유 /4958,https://youtube.com/watch?v=zEvwATtxB3o
144,40대 탈모독거노총각 모발이식 상담 전과정 공개 | 모발이식 상담 받으실 분들은 보시면 도움이 되는 영상,https://youtube.com/watch?v=8CE_Ey_5GQ8
145,노처녀 친구가없는 사람 흘려보낸 시간에 대한 후회 동기부여 자아성찰,https://youtube.com/watch?v=RUOF5lngdUE
146,(50세 노총각)노부모집에서 비비고 산다.,https://youtube.com/watch?v=nkvUqbv5EJA
147,장가를 못간것은 행복도 불행도 아니다 장가못간 고급 남자이야기,https://youtube.com/watch?v=wE-Du25I40U
148,많이 먹어도 살안찌는 신기한 남자,https://youtube.com/watch?v=rxqBnblyCVs
149,독거노총각 개인기가 일상이 되어버린 여자친구,https://youtube.com/shorts/6kpOB5gbWc4
150,만45세 노총각 여자 다 떠나가고 혼자 햄버거 먹다 3천만원짜리14평 1인가구의 삶,https://youtube.com/watch?v=dvn0c22pLWg
151,"우울한 48세 독거 노총각 퇴근하고 집에 도착,,,,저녁도 못 먹고 퇴근..ㅠㅠ 너무 배고파서 혼자 짜파게티 2개랑 남은 소주 정리하기 ㅡㅡ",https://youtube.com/watch?v=dGTV59HUYkY
152,45년모솔 독거 노총각 길거리 헌팅하러 가다,https://youtube.com/watch?v=EjsEDFiacAc
153,독거노총각이 침을 못 뱉는 이유,https://youtube.com/shorts/jn7jWqI-6QU
154,(51세 독거노총각)코로나 오미크론 확진 자가격리기,https://youtube.com/watch?v=4y_vuLYjPiE
155,독거노총각의 여자 없는 삶[훈남독거노총각]8부,https://youtube.com/watch?v=dxOKZMOxsMI
156,결혼 안하면 독거노총각처럼 살까봐 무섭다는 사람들,https://youtube.com/watch?v=eV1CiI5m9nI
157,고급차에 여친 놔두고 혼자 밥먹으로 가는 자연인 남자,https://youtube.com/watch?v=Rerl1ybCV6M
158,애인있는 남자들이 노총각이 되는 과정 [결혼] 12부,https://youtube.com/watch?v=N1c1E-952O0
159,44살 독수공방 노총각 이제는 혼자가 더 편해져버린 중년 아싸의 휴일 일상,https://youtube.com/watch?v=p4o67uR-p3Y
160,45살내가  3천만원 짜리 아파트에 사는이유,https://youtube.com/watch?v=4edlGaJBYHo
161,43살 신입사원 노총각  대패삼겹살 소맥,https://youtube.com/watch?v=j0ZN10Xfxoc
162,결혼정보회사는 독거노총각을 어떻게 볼까? 커플매니저의 솔직한 인터뷰,https://youtube.com/watch?v=tecG7ZHjbik
163,48세 장가 못간 남자의 외롭게 살아가는 이야기,https://youtube.com/watch?v=JAf-FHg6-wU
164,독거 노총각 유튜브 데뷔 좋아요와 구독많이 부탁드립니다,https://youtube.com/watch?v=VxQNQgFw1Ek
165,태국 독거총각의 여자없는 삶(독거노총각 패러디),https://youtube.com/watch?v=gw_1FPT2dWU
166,누런 런닝입고 일하고 왔는데 마누라는 남사친하고 술한잔하고 장가못간 48세 독거노총각,https://youtube.com/watch?v=oAfe0wdJLeY
167,독거노총각뒤에누가있다!!???/검은손,https://youtube.com/watch?v=BaKnvOGPr7Y
168,대한민국 40대 독거노총각의 중국집 배달이야기-4부,https://youtube.com/watch?v=5vqfnCbhXng
169,내가 오토바이 배달을 하지 않고 전동자전거로 배달을 하는 이유[독거노총각]7부,https://youtube.com/watch?v=OanTi6kDnyw
170,계란후라이를 잘해서 장가못간 남자 화장지들고 놀러온 중고차 파괴자,https://youtube.com/watch?v=dY3l5NhcvVI
171,[독거노총각 헌정곡] 신기루,https://youtube.com/watch?v=13ckVI0DDXs
172,독거노처녀의 일상이야기2(feat.독거노총각),https://youtube.com/watch?v=VANXhPz93RE
173,익숙해지는 순간 흥미를 잃습니다 [노총각] 4부,https://youtube.com/watch?v=US1zsvNG1is
174,독거노총각한끼식사 #shorts,https://youtube.com/shorts/0WLgmoa_x7g
175,독거노총각(진),https://youtube.com/shorts/pUZ3BFryDjc
176,남자는 왜 술집 여자에게 돈을 쓸까 독거노총각 여자에 대한 착각,https://youtube.com/watch?v=-gyj7HbQ0s4
177,독거 이혼남 생활비 50만원 현실적 삶  #독거노총각 #이혼 #생활비,https://youtube.com/watch?v=mFR6XOyaIKg
178,X로나에도 쇠질에 집착하지 않는 삶 (ver 독거노총각),https://youtube.com/watch?v=Uc7eU5BwKMQ
179,독거노총각 3천만원짜리 아파트에 한번 들러보았다,https://youtube.com/watch?v=kNGy86TNgIE
180,주절주절 혼밥(feat.잔치국수) l 인생 진짜 더럽게 안 풀린다 안 풀려...,https://youtube.com/watch?v=4DolXf49j_8
